GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2015,2015,2015,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,165.0,165 [103-249],103.0,249.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2001,2001,2001,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.06536,0.1,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,1995,1995,1995,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,3.814719216,3.8 [0.6-12.4],0.568162905,12.37183693
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2011,2011,2011,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,83.0,83 [62-110],62.0,110.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2006,2006,2006,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2019,2019,2019,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,66.0,66 [19-133],19.0,133.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2011,2011,2011,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.08764,0.1,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2007,2007,2007,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,137.0,137 [117-161],117.0,161.0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2014,2014,2014,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,13.272898223,13.3 [8.4-19.7],8.431768686,19.68090138
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2004,2004,2004,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,2021,2021,2021,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,110.0,110 [63-191],63.0,191.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2004,2004,2004,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,16.200454584,16,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2012,2012,2012,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,68.0,68 [43-102],43.0,102.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2007,2007,2007,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2005,2005,2005,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,149.76821345,150,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,2017,2017,2017,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,24.578851147,24.6 [16.0-37.6],15.97508739,37.6103351
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2014,2014,2014,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,4.59604,4.6,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2020,2020,2020,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,64.0,64 [18-130],18.0,130.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2002,2002,2002,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,4.74748,4.7,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2010,2010,2010,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.2389,0.2,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2002,2002,2002,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,35.245629234,35,,
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-14-years,1999,1999,1999,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,219.0,219 [178-284],178.0,284.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2007,2007,2007,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,89.603449712,90,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2007,2007,2007,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,149.826206254,150,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2004,2004,2004,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,28.78228,28.8,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2015,2015,2015,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,2.0296,2.0,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2010,2010,2010,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2014,2014,2014,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.21878,0.2,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2013,2013,2013,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,13.82643,13.8,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2001,2001,2001,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.02983,0,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,2018,2018,2018,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,220.0,220 [139-346],139.0,346.0
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-9-years,2007,2007,2007,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,93.0,93 [68-129],68.0,129.0
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1982,1982,1982,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,1193.0,1193 [1000-1431],1000.0,1431.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2002,2002,2002,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.00315,0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2002,2002,2002,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.04741,0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2010,2010,2010,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,32.40675,32.4,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2017,2017,2017,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.01783,0,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1998,1998,1998,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,70.736712667,70.7 [62.7-79.7],62.678900989,79.742061812
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2016,2016,2016,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.00307,0,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2014,2014,2014,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,31.512400075,31.5 [22.3-44.2],22.267304066,44.194511563
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2007,2007,2007,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,12.217105087,12.2 [8.2-16.4],8.243728422,16.410569016
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2015,2015,2015,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,104.629584231,105,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2013,2013,2013,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,1.9066,1.9,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2008,2008,2008,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,3.91266,3.9,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1994,1994,1994,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,117.980818476,118.0 [98.7-140.2],98.735945526,140.177350632
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2005,2005,2005,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,57.043918455,57.0 [49.4-65.5],49.382750354,65.519892138
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/neonatal-mortality-rate-%28per-1000-live-births%29,2012,2012,2012,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,19.703330836,19.7 [14.1-27.3],14.146955982,27.296065792
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,2013,2013,2013,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,24.211043961,24.2 [17.8-32.8],17.806339066,32.828698458
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2006,2006,2006,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,44.751569292,44.8 [36.6-53.9],36.611749117,53.85226178
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,2004,2004,2004,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,8.062808395,8.1 [5.9-10.9],5.933226592,10.897427946
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2005,2005,2005,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,3.83682,3.8,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1981,1981,1981,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,192.616641639,192.6 [160.2-232.0],160.191708709,231.981427527
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2019,2019,2019,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,29.0,29 [8-59],8.0,59.0
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,1998,1998,1998,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,10.343771278,10.3 [7.1-13.3],7.142392113,13.328900122
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2007,2007,2007,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,196.0,196 [138-264],138.0,264.0
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2023,2023,2023,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,68.0,68 [36-126],36.0,126.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2017,2017,2017,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.16868,0.2,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2005,2005,2005,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.0032,0,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2012,2012,2012,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,4.906207988,4.9 [1.6-8.8],1.636946327,8.785194449
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2015,2015,2015,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.14684,0.1,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2011,2011,2011,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.00665,0,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,1990,1990,1990,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,15.403711872,15.4 [9.2-22.6],9.158553015,22.554178834
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2012,2012,2012,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,2015,2015,2015,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,26.429018264,26.4 [18.3-38.1],18.321848501,38.138683884
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2008,2008,2008,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,144.10083626,144,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1983,1983,1983,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,1173.0,1173 [989-1397],989.0,1397.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2002,2002,2002,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.12768,0.1,,
